stage,accuracy,val_accuracy,loss,val_loss,auc,val_auc
stage1,0.48397013545036316,0.39182281494140625,0.7005688548088074,0.7097066640853882,0.48721081018447876,0.49477529525756836
stage1,0.48440930247306824,0.39182281494140625,0.6973405480384827,0.7056756615638733,0.5007462501525879,0.5
stage1,0.48397013545036316,0.39182281494140625,0.69877028465271,0.6982893943786621,0.49502986669540405,0.5
stage1,0.4852876663208008,0.39182281494140625,0.6987042427062988,0.6964420676231384,0.48924127221107483,0.5
stage1,0.4870443642139435,0.6081771850585938,0.6970950961112976,0.6894616484642029,0.49244582653045654,0.5
stage1,0.5107597708702087,0.6081771850585938,0.6961053013801575,0.6908504366874695,0.5035502910614014,0.5
stage1,0.5024154782295227,0.39182281494140625,0.6950259208679199,0.7029942870140076,0.5112209916114807,0.5
stage2,0.5076855421066284,0.39182281494140625,0.7052519917488098,0.7162328362464905,0.4927443861961365,0.46718427538871765
stage2,0.5138339996337891,0.39182281494140625,0.7026527523994446,0.701501727104187,0.5069986581802368,0.45670443773269653
stage2,0.49143609404563904,0.39182281494140625,0.7004748582839966,0.7033792734146118,0.4993335008621216,0.4784192144870758
stage2,0.4883618652820587,0.39182281494140625,0.7021371722221375,0.7009625434875488,0.4913923144340515,0.45965778827667236
stage2,0.5085638761520386,0.39182281494140625,0.696668267250061,0.704543948173523,0.514086127281189,0.4600718021392822
stage2,0.49626702070236206,0.39182281494140625,0.6970630884170532,0.704240083694458,0.5071358680725098,0.4448118209838867
stage2,0.4848484992980957,0.39182281494140625,0.7006653547286987,0.699083149433136,0.4878484010696411,0.4596881866455078
stage2,0.48221343755722046,0.39182281494140625,0.7006346583366394,0.7023267149925232,0.48657482862472534,0.49212032556533813
stage2,0.4953886568546295,0.39182281494140625,0.6982729434967041,0.6954724192619324,0.5021775960922241,0.4899525046348572
stage2,0.5032938122749329,0.39182281494140625,0.6977662444114685,0.6959736347198486,0.5070910453796387,0.5271099805831909
