stage,accuracy,val_accuracy,loss,val_loss,auc,val_auc
stage1,0.5107597708702087,0.39182281494140625,0.7688758969306946,0.7351523637771606,0.5181626081466675,0.5040311813354492
stage1,0.495827853679657,0.6081771850585938,0.7410234808921814,0.6792097091674805,0.4890596866607666,0.5593715310096741
stage1,0.5076855421066284,0.5485519766807556,0.714760422706604,0.6927880644798279,0.5083392858505249,0.5467178225517273
stage1,0.5160298347473145,0.39182281494140625,0.6990231871604919,0.6963768601417542,0.5281013250350952,0.5455121397972107
stage1,0.5208607912063599,0.39182281494140625,0.6998177766799927,0.7005214095115662,0.5273923873901367,0.523358941078186
stage1,0.5221782922744751,0.39182281494140625,0.699288547039032,0.7071784138679504,0.5249554514884949,0.5315186977386475
stage1,0.48924022912979126,0.39693355560302734,0.704246461391449,0.6940436363220215,0.4893907904624939,0.5731884241104126
stage1,0.5015370845794678,0.39182281494140625,0.6978842616081238,0.7016430497169495,0.5104478597640991,0.5528498291969299
stage1,0.48748353123664856,0.39182281494140625,0.7007179856300354,0.6996950507164001,0.4913221299648285,0.5416148900985718
stage1,0.486605167388916,0.39182281494140625,0.7015946507453918,0.6951363682746887,0.4773489832878113,0.569796621799469
stage2,0.5059288740158081,0.6081771850585938,0.7044936418533325,0.6888131499290466,0.5211105346679688,0.5867007374763489
stage2,0.5248133540153503,0.5076661109924316,0.6945827007293701,0.6958786249160767,0.54859459400177,0.6171781420707703
stage2,0.5436978340148926,0.6303237080574036,0.6866579651832581,0.6776507496833801,0.5777521729469299,0.616934597492218
stage2,0.5441370010375977,0.5826234817504883,0.6913540959358215,0.6889486908912659,0.5668625831604004,0.6315552592277527
stage2,0.5792709589004517,0.6030664443969727,0.6775310039520264,0.6629731059074402,0.6117331981658936,0.6124528050422668
stage2,0.5669741034507751,0.4906303286552429,0.6793957948684692,0.7256374359130859,0.5994491577148438,0.6343380808830261
stage2,0.5836626887321472,0.5962521433830261,0.677678644657135,0.6752159595489502,0.6103319525718689,0.6489039063453674
stage2,0.5801492929458618,0.5059625506401062,0.6788478493690491,0.7066335678100586,0.6090195775032043,0.6348556280136108
stage2,0.5656565427780151,0.6354343891143799,0.6822150349617004,0.6547524333000183,0.6015311479568481,0.6498477458953857
stage2,0.5722441673278809,0.5332197546958923,0.6834086775779724,0.7095107436180115,0.5925940275192261,0.6315551996231079
stage2,0.582345187664032,0.6201022267341614,0.6788432002067566,0.6575084328651428,0.6086893081665039,0.6573011875152588
stage2,0.5590689778327942,0.6473594307899475,0.680284321308136,0.6585664749145508,0.6025168895721436,0.6677505970001221
stage2,0.590689480304718,0.6115843057632446,0.6770519018173218,0.6471542119979858,0.616439700126648,0.6445499658584595
stage2,0.5770751237869263,0.599659264087677,0.6755121946334839,0.6656501889228821,0.6138600707054138,0.6470040082931519
stage2,0.5889328122138977,0.5843271017074585,0.6790775656700134,0.6685261130332947,0.6096551418304443,0.6579771041870117
stage3,0.4712340831756592,0.39182281494140625,0.742265522480011,0.7358536124229431,0.476863294839859,0.4990074038505554
stage3,0.5138339996337891,0.3901192545890808,0.7086999416351318,0.7354068756103516,0.5449371933937073,0.5928327441215515
stage3,0.5138339996337891,0.388415664434433,0.7136086821556091,0.7457424402236938,0.5370222330093384,0.5328583717346191
stage3,0.5142731666564941,0.43441227078437805,0.7195309400558472,0.7140299677848816,0.5240423679351807,0.542534351348877
stage3,0.49626702070236206,0.4838160276412964,0.7208184599876404,0.7077318429946899,0.5124810934066772,0.5201559066772461
stage3,0.5221782922744751,0.4412265717983246,0.7067593932151794,0.7342274785041809,0.5475442409515381,0.5026975870132446
stage3,0.5274484157562256,0.3833049535751343,0.7080022692680359,0.7841992378234863,0.546525239944458,0.5335221290588379
