stage,accuracy,val_accuracy,loss,val_loss,auc,val_auc
stage1,0.5037329792976379,0.39182281494140625,0.7062152624130249,0.6945457458496094,0.49926531314849854,0.5
stage1,0.5046113133430481,0.39182281494140625,0.6971387267112732,0.725487470626831,0.5176737308502197,0.5
stage1,0.5010979175567627,0.39182281494140625,0.7012597918510437,0.712794303894043,0.4948030114173889,0.5
stage1,0.48967939615249634,0.39182281494140625,0.6980977058410645,0.7067141532897949,0.5040487051010132,0.49448299407958984
stage1,0.49626702070236206,0.39182281494140625,0.6983097195625305,0.7005963325500488,0.49532046914100647,0.5
stage1,0.505489706993103,0.39182281494140625,0.6954561471939087,0.7016324996948242,0.5151606798171997,0.5
stage2,0.5630215406417847,0.6081771850585938,0.7164993286132812,0.6913816928863525,0.5166297554969788,0.5
stage2,0.4993412494659424,0.39182281494140625,0.7077831029891968,0.7052448391914368,0.4880526065826416,0.48640239238739014
stage2,0.5076855421066284,0.39182281494140625,0.7017780542373657,0.6978720426559448,0.4987633228302002,0.5137985944747925
stage2,0.5138339996337891,0.39182281494140625,0.7023346424102783,0.7076151371002197,0.5047643780708313,0.49620023369789124
stage2,0.4993412494659424,0.39182281494140625,0.6998001933097839,0.7012794017791748,0.5061929821968079,0.5628730058670044
stage2,0.4743083119392395,0.39182281494140625,0.7047768831253052,0.7013877630233765,0.4781773090362549,0.5485568046569824
stage2,0.48924022912979126,0.39182281494140625,0.7032272219657898,0.7049217820167542,0.4907662272453308,0.49730849266052246
stage2,0.49626702070236206,0.39182281494140625,0.6993505358695984,0.7039876580238342,0.5047881603240967,0.5010960698127747
stage2,0.5032938122749329,0.39182281494140625,0.7011926174163818,0.7001802325248718,0.4951024055480957,0.4960419237613678
stage2,0.5019763112068176,0.5332197546958923,0.6990883946418762,0.6930348873138428,0.5044130086898804,0.4923882484436035
stage3,0.5735617280006409,0.3952299952507019,0.7371526956558228,0.7021373510360718,0.5169413685798645,0.4719400405883789
stage3,0.5551163554191589,0.6081771850585938,0.734734058380127,0.6728372573852539,0.5114561319351196,0.4985750913619995
stage3,0.5643390417098999,0.6098807454109192,0.7283089756965637,0.6696940064430237,0.514572262763977,0.5337717533111572
stage3,0.547211229801178,0.6064735651016235,0.7317695617675781,0.6672204732894897,0.5023818016052246,0.5493667125701904
stage3,0.5428194999694824,0.6064735651016235,0.7299323678016663,0.6693647503852844,0.5012117028236389,0.5451163053512573
stage3,0.5546771883964539,0.6098807454109192,0.7243442535400391,0.6847033500671387,0.5128252506256104,0.47665935754776
stage3,0.5489679574966431,0.504258930683136,0.7213597893714905,0.6971861720085144,0.5158065557479858,0.5358178019523621
stage3,0.5476503968238831,0.5843271017074585,0.7176355123519897,0.6739910244941711,0.5139533281326294,0.5956582427024841
stage3,0.548528790473938,0.5741056203842163,0.7125688195228577,0.6803497076034546,0.5302127003669739,0.5286322832107544
stage3,0.5419411659240723,0.5672913193702698,0.723315954208374,0.6731137633323669,0.4964722990989685,0.5721045136451721
