stage,accuracy,val_accuracy,loss,val_loss,auc,val_auc
stage1,0.4975845515727997,0.6081771850585938,0.7216545343399048,0.692440390586853,0.5062373876571655,0.5
stage1,0.5059288740158081,0.39182281494140625,0.7024327516555786,0.694602906703949,0.4899134039878845,0.5
stage1,0.4835309684276581,0.39182281494140625,0.6951422095298767,0.6956909894943237,0.49023574590682983,0.5
stage1,0.4163372814655304,0.39182281494140625,0.6945566534996033,0.696045458316803,0.49602264165878296,0.5
stage1,0.417654812335968,0.39182281494140625,0.6945627331733704,0.6954450011253357,0.4870125651359558,0.5
stage1,0.41721564531326294,0.39182281494140625,0.6944588422775269,0.6947135329246521,0.505896806716919,0.5
stage2,0.5068072080612183,0.6081771850585938,0.7118706107139587,0.6889200210571289,0.503010630607605,0.5
stage2,0.48572683334350586,0.6081771850585938,0.6993811130523682,0.6864437460899353,0.5037001967430115,0.49782609939575195
stage2,0.5283267498016357,0.4207836389541626,0.6978356242179871,0.6934869289398193,0.5251235961914062,0.5122275352478027
stage2,0.47913920879364014,0.495741069316864,0.6986791491508484,0.6931173801422119,0.4954977035522461,0.49274754524230957
stage2,0.49846288561820984,0.39182281494140625,0.7004571557044983,0.6969226002693176,0.4884716868400574,0.4958226680755615
stage2,0.47694334387779236,0.39182281494140625,0.698797345161438,0.6958118081092834,0.49044784903526306,0.4957983195781708
stage2,0.47167325019836426,0.6081771850585938,0.6970036029815674,0.6904017329216003,0.5010019540786743,0.48618316650390625
stage2,0.48924022912979126,0.6081771850585938,0.6983306407928467,0.6881035566329956,0.49654364585876465,0.5034526586532593
